,business_id,name,categories,stars,review_count,latitude,longitude,postal_code,init_cluster,cluster
2898,IgHS0-z-Gfat5l5fnBr8jQ,Mee Dee Thai Cuisine,"Thai, Food, Restaurants",4.0,111,45.5628855,-122.6952794,97217.0,0,6
2953,Qlw7v2s1qoUcMNzM1Mpi4w,Belly,"Restaurants, American (New)",4.0,111,45.5485154,-122.661434,97212.0,0,6
4363,A7cxI22W0oi72C8EuYRsHA,Sweetness Bakery & Cafe,"Restaurants, Bakeries, Food, Breakfast & Brunch, Coffee & Tea",4.0,111,45.4971426,-122.6088947,97206.0,1,0
347,Aw7k9hYGOp2eNNO9SJXqag,Lightning Will Bar & Grill,"American (Traditional), Gastropubs, Nightlife, American (New), Sports Bars, Restaurants, Bars",4.0,110,45.5251727093,-122.6945668902,97209.0,0,1
1118,SjrVyIeYff2jEWhdBCgXPA,El Burrito Loco,"Mexican, Restaurants",4.0,110,45.5449333,-122.5785098,97220.0,2,8
1914,8eAY0Bd25_KVpdEWk7ADGw,Journeys Pub,"Beer, Wine & Spirits, Nightlife, Pubs, Fashion, Bars, Shopping, Wine Bars, Shoe Stores, Food, Beer Bar",4.0,110,45.4684905,-122.7122787,97219.0,0,5
2532,DglTORXiPr1ZPy6WrN-w1w,Grand Central Bakery,"Food, Sandwiches, Bakeries, Restaurants, Breakfast & Brunch",4.0,110,45.5480977352,-122.6171118499,97213.0,1,8
6645,O8twJRCKg6lmVxZhzSpuQQ,Bula Kava House,"Ethnic Food, Arts & Entertainment, Nightlife, Food, Bars, Specialty Food, Lounges, Juice Bars & Smoothies, Music Venues, Hawaiian, Restaurants, Tea Rooms",4.0,110,45.504926,-122.633233,97202.0,1,2
799,DN7JVdCohDjl0MAz-EA85g,Burger Stevens,"Fast Food, Food, Food Stands, Restaurants, Burgers, Ice Cream & Frozen Yogurt, Food Trucks",4.0,109,45.4786725,-122.6930325,97239.0,0,9
881,bjZz7VaNiAt6nOTXOsie4Q,Big Kahuna's BBQ & Catering,"Barbeque, Food Delivery Services, Restaurants, Sandwiches, Food, Event Planning & Services, Hawaiian, Caterers",4.0,109,45.5876225,-122.740633,97203.0,3,7
912,2k5PqCQYqnMe4736FHm7dw,Jolly Roger,"Dive Bars, Sports Bars, Bars, Restaurants, American (Traditional), Nightlife, Sandwiches, American (New)",4.0,109,45.5134369591,-122.6534056664,97214.0,0,2
2593,y2n8_8H5diZ3aIDN31wQZA,The Clearing Cafe,"Sandwiches, Coffee & Tea, Restaurants, Food, Ice Cream & Frozen Yogurt, Breakfast & Brunch, Bagels, Gelato, Bakeries",4.0,109,45.5350576,-122.7081865,97210.0,0,1
4777,LH0MKucysZ7oyEVoE4AGfw,Fueled,"Sandwiches, Delis, Coffee & Tea, Food, Cafes, Breakfast & Brunch, Restaurants",4.0,109,45.5375929,-122.6616993,97212.0,0,1
7104,nU5VfRQ6mbVpIoEGC5gf8A,Kargi Gogo,"Middle Eastern, Russian, Food Stands, Food Trucks, Restaurants, Food",4.0,109,45.5210521529,-122.6807064155,97205.0,0,1
3233,5_7rV6HEj4N20WqP7b75BA,Miss Kate's Southern Kitchen,"Restaurants, Food Stands, Food, Soul Food, Street Vendors, Southern",4.0,108,45.554373,-122.6758145,97217.0,0,6
4347,ms0u1LKIsDFwnFk8t8_3Ug,Samui Thai Kitchen,"Restaurants, Thai",4.0,108,45.5119301,-122.6263452,97214.0,1,2
5771,RPMGRV9B56Kq3DFp4r8zdg,Boba Milk,"Food, Bubble Tea, Ice Cream & Frozen Yogurt",4.0,108,45.504643,-122.643806,97202.0,1,2
2935,7ZAROGg-KIYpa4tCSYKWHg,Tanner Creek Tavern,"Restaurants, Food, American (New), Cocktail Bars, Bars, Desserts, Nightlife",4.0,107,45.5253072,-122.6799604,97209.0,0,1
5912,YKBqOMglVZUHNzMgg_KXnQ,Village Hut,"Seafood, Asian Fusion, Restaurants, American (New), Fast Food",4.0,107,45.4691021,-122.708935,97219.0,0,5
6790,wGlV1zd6eT2bGEhHwu7j1A,The Fresh Pot,"Food, Coffee & Tea, Restaurants, Gluten-Free",4.0,107,45.5122426,-122.6251772,97214.0,1,2
2613,Gx6oxAQtbbnlfH6TEny34Q,Kingpins - Portland,"Arts & Entertainment, American (New), Tapas Bars, Bowling, Active Life, Party & Event Planning, Arcades, Venues & Event Spaces, Event Planning & Services, Restaurants, American (Traditional)",4.0,106,45.4963181,-122.567103,97266.0,2,0
2931,I8Krk_FEXbWNqv26Ny7W8w,Henry Higgins Boiled Bagels,"Food, Bagels",4.0,106,45.5268899,-122.646793,97232.0,0,2
3506,aeUtHfgntfTKKKe2gorACg,Vinotopia At Forest Park,"Bars, Nightlife, American (New), Wine Bars, Restaurants",4.0,106,45.5369855385,-122.7800134014,97229.0,3,3
856,ydOrglIOU1ImnpU1VVHd0w,Three Friends Coffee House,"Coffee & Tea, Desserts, Restaurants, Bagels, Food, Breakfast & Brunch",4.0,105,45.5214777,-122.6536356,97214.0,0,2
1984,lN60iD1OASMU4ngsmfFJ6g,Derby,"Food, Restaurants, Breakfast & Brunch",4.0,105,45.5829527,-122.6871943,97217.0,0,6
2256,319odAaDlc4koBUPdLshwg,Dutch Bros Coffee,"Food, Coffee & Tea, Restaurants, Cafes, Juice Bars & Smoothies",4.0,105,45.5263772571,-122.6609673549,97232.0,0,1
2854,ITK_ZOOHdq-WjTD-7zvgwA,Coppia,"Italian, Mediterranean, Restaurants, Wine Bars, Nightlife, Bars",4.0,105,45.526048,-122.681427,97209.0,0,1
5671,9l3-VdHKdTPVRQCcHnFClg,Artigiano,"Restaurants, Food Trucks, Italian, Food, Food Stands",4.0,105,45.5046895819,-122.6312822205,97202.0,1,2
6353,Qvs1IlsBWDnwTNZcxjy40g,Vege Thai,"Vegetarian, Thai, Restaurants, Vegan",4.0,105,45.5119783,-122.6310509,97214.0,1,2
130,W-cV5a52ML8SObGb7wAa7g,Maiphai Thai Cuisine,"Nightlife, Bars, Thai, Food, Restaurants, Event Planning & Services, Beer, Wine & Spirits, Caterers",4.0,104,45.5209573,-122.6722422,97204.0,0,1
461,gtqzIb8Drb6yvbohwL8D-g,"Hi-Lo Hotel, Autograph Collection","Hotels, Restaurants, Nightlife, Venues & Event Spaces, Hotels & Travel, Bars, Event Planning & Services",4.0,104,45.52035,-122.675135,97204.0,0,1
2646,NEjbVs_50_iR-cRGrPMJkw,North Light,"American (New), Gluten-Free, Salad, Restaurants, Comfort Food",4.0,104,45.5501692843,-122.675399654,97227.0,0,6
5969,H6MiG8Ydqo5eQvsa2R7uCA,Dutch Bros Coffee,"Coffee & Tea, Juice Bars & Smoothies, Food",4.0,104,45.4554339254,-122.7791905109,97223.0,3,5
118,ciNCcmkU-PHHp20xb3IkCA,Fat Cupcake,"Cupcakes, Desserts, Bakeries, Food",4.0,103,45.479262514,-122.5894919652,97206.0,1,0
1215,ys7cABzmfZgutwj8RkDHYA,The Mark,"Steakhouses, Bars, Restaurants, Nightlife, Sports Bars, American (New)",4.0,103,45.4930422,-122.7780363,97225.0,3,5
2677,UE3Ggizal3luY5nItldZow,ChkChk,"American (Traditional), Chicken Shop, Fast Food, Restaurants, Nightlife, Sandwiches, Beer Bar, Bars",4.0,103,45.5321095616,-122.6988437278,97210.0,0,1
4184,_zmv_pXhuUfDxtpV1QPWXQ,Boxer Sushi,"Sushi Bars, Restaurants, Japanese",4.0,103,45.5120429,-122.645099,97214.0,1,2
438,YYLPcw7tW1_LvGL2ppFrWw,North Bar,"Dive Bars, Bars, Nightlife, Pubs, Restaurants",4.0,102,45.5051077,-122.6107461,97206.0,1,2
2566,YsmYx18irKVB224mJ0qUWA,Trap Kitchen PDX,"Food, Food Trucks, Restaurants, Barbeque, Soul Food",4.0,102,45.5455171261,-122.5789926995,97220.0,2,8
2621,swtEBpuuy0TRdYM1NnZd1A,La Bonita,"Soup, Mexican, Breakfast & Brunch, Restaurants",4.0,102,45.5626179,-122.694859,97217.0,0,6
3290,a5CIN_x1Q4ztP_pflgZyLg,Noodle House,"Food Trucks, Chinese, Food Stands, Restaurants, Food, Noodles",4.0,102,45.5211288,-122.6812122,97205.0,0,1
3351,WZZlerVr6iKbMecNlO-RAg,Nimblefish,"Restaurants, Sushi Bars",4.0,102,45.51192,-122.644947,97214.0,1,2
3853,2nGNv0uHQ256wZjBUhWh3Q,Number One Bento,"Restaurants, Food Stands, Korean, Food, Sushi Bars, Asian Fusion, Food Trucks",4.0,102,45.5207515,-122.6814896,97205.0,0,1
5177,NQMlywa0vcYeu7S3YQQ1_Q,Spielman Bagels & Coffee,"Food, Bagels, Coffee & Tea, Breakfast & Brunch, Event Planning & Services, Restaurants, Coffee Roasteries, Caterers, Wholesalers, Professional Services, Shopping, Wholesale Stores",4.0,102,45.5296668651,-122.6990785778,97210.0,0,1
6317,vLtxoH7gIzARzrtMAsVj7w,Goldrush Coffee Bar,"Coffee & Tea, Food",4.0,102,45.5410198,-122.661805,97212.0,0,6
180,123xl1wYGqq1DMWIIJ8rjQ,Gandhi's An East Indian Cafe,"Food, Coffee & Tea, Pakistani, Restaurants, Indian",4.0,101,45.5169875,-122.6754369,97204.0,0,1
1712,G2Q3ukeP3AX_DBfZuKyl3w,Taqueria El Cazador,"Mexican, Breakfast & Brunch, Seafood, Restaurants",4.0,101,45.4772787458,-122.5588869532,97266.0,2,0
2100,flP6SPOrl3iwApwERfOvzA,Caffe Vita Alberta,"Food, Coffee & Tea",4.0,101,45.559054,-122.6356193,97211.0,0,6
3861,P3m0kUqtxUpVOldHzIBntg,New Taste of India,"Indian, Restaurants, Food Trucks, Food Stands, Pakistani, Food",4.0,101,45.5097224,-122.6815294,97201.0,0,1
4458,J5ytsiHjcGEJb58Mdoy-dA,Spielman Coffee Roasters,"Bagels, Food, Coffee & Tea, Breakfast & Brunch, Restaurants",4.0,101,45.5046538,-122.6439452,97202.0,1,2
5818,EI3fWv0yqJ5GgNEAtjYM4w,Lardo,"Sandwiches, Restaurants",4.0,101,45.5532213,-122.666713,97227.0,0,6
637,_Ctx5S3Ap_I8lHaTX7KDHw,Roake's,"Burgers, Restaurants, Sandwiches, Hot Dogs",4.0,100,45.577418,-122.647208,97201.0,0,6
1462,42nKdSuCsR4F0cr_kd-ryw,Spare Room Restaurant and Lounge,"Karaoke, American (Traditional), Nightlife, Restaurants, Bars",4.0,100,45.5580903,-122.6201389,97218.0,1,8
3068,7HvHba5CRvLKKEcW51PM8Q,Hawthorne Hideaway,"Pool Halls, Dive Bars, Sandwiches, Bars, American (Traditional), Nightlife, Restaurants",4.0,100,45.5122,-122.6429381,97214.0,1,2
3798,kirZK-KfZ_0Jq9xIDXCzMg,Pine State Biscuits,"Food, Bakeries, Southern, Coffee & Tea, Breakfast & Brunch, Restaurants, Nightlife, Bars, Cocktail Bars",4.0,100,45.5348817,-122.698955,97210.0,0,1
4746,milE0SqkjLvuQl0cOw2oag,Tacovore,"Restaurants, Bars, Tacos, Tex-Mex, Mexican, Nightlife, Cocktail Bars, Beer Bar",4.0,100,45.5484505,-122.6246476,97212.0,1,8
3010,--6COJIAjkQwSUZci_4PJQ,Medley,"Breakfast & Brunch, Bakeries, Tea Rooms, Coffee & Tea, Food, Cafes, Restaurants",4.0,99,45.4678681,-122.7145241,97219.0,0,5
7155,1orve9RGta4PML4HHsOI0A,Sweet Heart Pizza,"Salad, Italian, American (New), Restaurants, Breakfast & Brunch, Pizza",4.0,99,45.4962719,-122.6711247,97239.0,0,1
7164,B_iWd3BKlUEqIz-bRKyMBA,Thrive Sauce & Bowls,"Gluten-Free, Event Planning & Services, Street Vendors, Vegetarian, Caterers, Food, Cafes, Restaurants, Farmers Market, Food Trucks, American (New)",4.0,99,45.5483256307,-122.6151282465,97213.0,1,8
903,MN62XCu1CC23SQ8NlpUYYQ,Green Zebra Grocery,"Food, Grocery, Shopping, Coffee & Tea, Event Planning & Services, Caterers, Local Flavor",4.0,98,45.5773743,-122.6976475,97217.0,0,6
1258,VOfvaOZsCZw6Dx3HW6EMTQ,The Peoples' Sandwich of Portland,"Cheesesteaks, Sandwiches, Restaurants",4.0,98,45.523648,-122.671693,97205.0,0,1
2289,P5GKdwI1v61ioccgVcKYzQ,FishBox,"Cajun/Creole, Restaurants, Food, Seafood, Soup",4.0,98,45.516921,-122.618382,97215.0,1,2
2491,uZCZcZt6TWbbVdOws1T8Wg,MOD Pizza,"Fast Food, Restaurants, Pizza",4.0,98,45.534101,-122.5363276,97230.0,2,4
3344,wrVwYzAM-KzUfw2KHLysgg,Tahrir Square,"Street Vendors, Lebanese, Mediterranean, Restaurants, Food, Middle Eastern, Falafel, Egyptian, Halal, Vegetarian, Food Trucks",4.0,98,45.5122215,-122.6536739,97214.0,0,2
4492,8HpPZ7sYeAqBwPEoVTgxNg,Spud Monkey's Bar and Grill,"Bars, Nightlife, Karaoke, Arts & Entertainment, Music Venues, American (New), Restaurants, American (Traditional)",4.0,98,45.5342584,-122.484855,97230.0,2,4
6301,tZr5Ir710B8WRiQbgTZmzA,The Toffee Club,"Breakfast & Brunch, Pubs, Gastropubs, Bars, British, Restaurants, Nightlife, Sports Bars",4.0,98,45.5120641169,-122.6556265367,97214.0,0,2
6321,xbTkgXyownGecu-TQxnR-A,The Lamp,"Mediterranean, Nightlife, Sandwiches, Falafel, Dive Bars, Burgers, Restaurants, Bars, American (New), Salad, Cocktail Bars",4.0,98,45.5007449,-122.6545463,97202.0,1,2
6708,Tf7USKC41mEp7J7IhsiUjw,Mike's Drive-In,"American (Traditional), Restaurants, Burgers",4.0,98,45.463893,-122.646822,97202.0,1,9
763,PgtB3WAZ9T67pJjqeLgZmg,Belly Timber,"French, Bars, Lounges, Italian, Nightlife, Restaurants",4.0,97,45.512256,-122.631487,97214.0,1,2
826,cFadNtYO5AYWl70tnwsn1w,Triumph Coffee,"Coffee & Tea, Vegan, Desserts, Sandwiches, Restaurants, Food, Breakfast & Brunch, Bagels",4.0,97,45.5213673,-122.6537575,97214.0,0,2
2993,crCvT9DlNVDsLa4tk3Bylw,Sok Sab Bai Cambodian Food,"Food Stands, Street Vendors, Cambodian, Food Trucks, Specialty Food, Ethnic Food, Asian Fusion, Food, Restaurants",4.0,97,45.5037820305,-122.6447874551,97202.0,1,2
773,SOnrMSki73YIVNHoKXnePA,Backyard Social,"Bars, Cocktail Bars, American (New), Breakfast & Brunch, Nightlife, Salad, Event Planning & Services, Restaurants, Venues & Event Spaces",4.0,96,45.56255,-122.686808,97217.0,0,6
3566,Qt7YnN-C_itDXz_uBJukgA,"Home, A Bar","Burgers, Pubs, Bars, Nightlife, Restaurants, Breakfast & Brunch, Comfort Food",4.0,96,45.5173932,-122.6580648,97214.0,0,2
4320,OLl7NYvQY9jmQRNzncUOyw,Lonchera Brother Express,"Restaurants, Food Trucks, Mexican, Food, Street Vendors, Sandwiches, Food Stands",4.0,96,45.4636025,-122.5796078,97266.0,1,0
4966,N0Y8MQV8_L_9-nnT3jOy8Q,George's Corner Tavern,"Bars, Nightlife, American (Traditional), Restaurants, Sports Bars, Dive Bars",4.0,96,45.5628194,-122.682555,97217.0,0,6
6083,z_NB_FKmO5O41C8h18d_hQ,Namaste Bazaar,"Restaurants, Indian",4.0,96,45.5332244,-122.5565744,97220.0,2,4
6425,tW9QC43er-ZXd7HBIGhW1g,Occidental Brewing,"German, Breweries, Food, Restaurants",4.0,96,45.588804,-122.761802,97203.0,3,7
7092,AEbmAWffyETa2NHjpRw3_A,Gladstone Street Pub - The Stone,"Burgers, Restaurants, Bars, American (Traditional), Nightlife, Pubs",4.0,96,45.4935724,-122.6237862,97202.0,1,2
2948,_JmfEanUNz287zPHPwDouw,DiPrima Dolci Trattoria & Italian Bakery,"Restaurants, Italian, Bakeries, Food, Caterers, Pizza, Event Planning & Services",4.0,95,45.5625255,-122.6871864,97217.0,0,6
3079,OzPw58Hk2Ckn1Gi4YSp8mw,There Be Monsters,"Nightlife, Lounges, Food, Beer, Wine & Spirits, Fish & Chips, Restaurants, Pubs, Bars",4.0,95,45.517188,-122.6524482,97214.0,0,2
3821,PvGKPXFKC8_P7px_zS-_HQ,Park City Pub,"Sandwiches, Pubs, Sports Bars, Nightlife, Burgers, Bars, Restaurants",4.0,95,45.5520513664,-122.5802630905,97213.0,2,8
4013,RsIfzjTIr7YaKN5FdE6XCA,Rich's Cigar Store,"Shopping, Local Flavor, Specialty Food, Food, Newspapers & Magazines, Books, Mags, Music & Video, Tobacco Shops, Candy Stores",4.0,95,45.5202522,-122.6806332,97205.0,0,1
6429,QgRefspUL2uHlBbTlJ98_w,Ross Island Grocery & Cafe,"Food, Delis, Sandwiches, Restaurants, Grocery, Cafes, Breakfast & Brunch, Coffee & Tea",4.0,95,45.4978263,-122.6757293,97239.0,0,1
1234,sF5SdJ42ZxJxi0n1-4GhAg,The Sultan Café,"Mediterranean, Lebanese, Cafes, Middle Eastern, Bars, Restaurants, Food, Hookah Bars, Nightlife, Coffee & Tea",4.0,94,45.5338485,-122.6892105,97209.0,0,1
2317,-XVgcEK_Qb7-NfiW2E4TGQ,Quan Linh Asian Bistro,"Chinese, Vietnamese, Restaurants",4.0,94,45.5076968,-122.5782471,97216.0,2,0
3175,qmO1V277ps9VXnIc4y02rw,Tributes,"Restaurants, Pizza, Hot Dogs, Sandwiches",4.0,94,45.523283965,-122.6958169029,97210.0,0,1
3619,0WlzrSBouz8MW4cPnkUmNw,Zeek's Cheese Grill,"Sandwiches, American (New), Food, Food Trucks, Restaurants",4.0,94,45.5542555446,-122.8357596695,97229.0,3,3
3621,TmOWTx8_4rzh_DJr4gztDw,Tom's First Avenue Bento,"American (New), Restaurants, Japanese, Asian Fusion",4.0,94,45.5138248,-122.6755422,97255.0,0,1
3949,9fgjzccG6bMrNi65P7PcPg,McMenamins Fulton Pub & Brewery,"Pubs, Bars, American (Traditional), Nightlife, Tapas Bars, Restaurants",4.0,94,45.4771141,-122.6726049,97239.0,0,9
5287,b8VVW6aD242xJbEDpn5IQA,Banh Mi Nam Loc,"Specialty Food, Sandwiches, Food, Noodles, Restaurants, Vietnamese, Delis, Ethnic Food, Imported Food",4.0,94,45.5202517456,-122.5789582729,97216.0,2,0
5725,sXSB0-xJGbBs6n5mfOhD3w,Pizzicato Pizza,"Pizza, Restaurants",4.0,94,45.52021,-122.679502,97205.0,0,1
5984,TqJGLRZTAhlbFQEpfJvR3Q,New Seasons Market - Raleigh Hills,"Organic Stores, Food, Grocery, Health Markets, Specialty Food",4.0,94,45.4853252,-122.7522384,97225.0,3,5
939,44KXM4oj4GpuHd4cAsgqIw,Habibi Lebanese Cuisine,"Lebanese, Middle Eastern, Restaurants, Falafel, Moroccan, Mediterranean",4.0,93,45.5214629,-122.6732146,97204.0,0,1
1374,6YxwvOA3MNFPig2m6kFjIA,Anchoi Vietnamese Kitchen + Bar,"Bars, Restaurants, Vietnamese, Nightlife, Cocktail Bars",4.0,93,45.5101301,-122.6843411,97201.0,0,1
4711,VR03Sa249Rs7AsVYJ_ei-Q,Roses Ice Cream,"Burgers, Ice Cream & Frozen Yogurt, Food, Restaurants",4.0,93,45.5588333,-122.6206845,97218.0,1,8
5919,8HGPNURyGdW9XuTARunnEw,Blue Collar Baking Company,"Food, Local Services, Desserts, Bakeries",4.0,93,45.5219052,-122.6741664,97201.0,0,1
5923,sMkk2g0CTFyaHs-eF3dcHw,Skyline Tavern Project,"Beer Gardens, Dive Bars, Local Flavor, Bars, Nightlife, Hot Dogs, Salad, Music Venues, Restaurants, Vegetarian, American (New), Arts & Entertainment",4.0,93,45.579652,-122.797155,97229.0,3,3
5955,GSW508Gb5ugE6ZHCqeuwUg,Don Kamaron,"Mexican, Restaurants",4.0,93,45.5188614,-122.4952468,97233.0,2,4
2076,gidkmbZwqiFgyoS9k-dmOw,King's Bakery,"Coffee & Tea, Food, Chinese, Bubble Tea, Restaurants, Bakeries, Patisserie/Cake Shop",4.0,92,45.5056975,-122.5784165,97216.0,2,0
2213,nqfsZwQU80Tp1WXeixsu0A,Stark Street Station,"Breakfast & Brunch, Nightlife, Restaurants, Coffee & Tea, Bars, Sandwiches, Beer, Wine & Spirits, Food",4.0,92,45.5193969,-122.6013165,97215.0,1,8
3703,JqREIgE021cc3RPpIwBOag,Saima Thai & Sushi,"Thai, Sushi Bars, Restaurants",4.0,92,45.535415,-122.621054,97212.0,1,2
3860,PuZgV_HfupeylIEon5Tsig,Maine Street Lobster Company,"Food Trucks, Seafood, Food, Seafood Markets, Restaurants, Specialty Food, Street Vendors",4.0,92,45.4635119,-122.5794346,97266.0,1,0
4354,STotFa85bxiXauERRDTPPQ,Pizzicato Pizza - Westmoreland,"Gluten-Free, Food, Food Delivery Services, Restaurants, Pizza",4.0,92,45.4734957,-122.6492069,97202.0,1,9
5080,DhXkCKIPufMZFj6B-ozvZg,Five Points Coffee Roasters,"Food, Coffee & Tea, Coffee Roasteries",4.0,92,45.5048919,-122.6274106,97202.0,1,2
5381,m6ndbuVttfdAiu8CmJWnxw,Central,"American (New), Nightlife, Lounges, Bars, Restaurants, Food",4.0,92,45.5224956,-122.6727796,97204.0,0,1
7171,IVv9n57Tbmf4kSgIWZUhKg,Creepy's,"American (Traditional), Restaurants, Nightlife, Bars",4.0,92,45.5173439098,-122.6590959728,97214.0,0,2
600,CvB_uHuU7v4MMDSxj9NQ2Q,The Solo Club,"Restaurants, Cocktail Bars, Desserts, Bars, Venues & Event Spaces, Event Planning & Services, Tapas/Small Plates, Asian Fusion, Food, Coffee & Tea, Nightlife",4.0,91,45.5339381,-122.6952481,97210.0,0,1
2926,OkKJQR_xrvZxYUvIDBfQTA,Magna Kusina,"Restaurants, Filipino",4.0,91,45.503526,-122.6398419,97202.0,1,2
3651,SSR-t-eEPzpzWrEmWZMcSg,Olympia Provisions Public House Annex,"Beer Bar, Nightlife, American (New), Bars, German, Restaurants, American (Traditional), Hot Dogs",4.0,91,45.5213528,-122.6719636,97201.0,0,1
4616,DfwPVQijs8EDKEG9cinrDA,The Energy Bar,"Cafes, Coffee & Tea, Juice Bars & Smoothies, Sandwiches, Desserts, Delis, Breakfast & Brunch, Food, Restaurants, Chinese, Vegetarian",4.0,91,45.5147449,-122.6841828,97201.0,0,1
5755,wpeFYFBwGzJXP4p9U8Y4pA,Canopy by Hilton Portland Pearl District,"Hotels, Restaurants, Event Planning & Services, Hotels & Travel, American (New)",4.0,91,45.5264482,-122.680576,97209.0,0,1
6446,MyR0VdTtScSsci_eOOxvBQ,Farm House Cafe,"Sandwiches, American (Traditional), Soup, Restaurants",4.0,91,45.5155828,-122.6754185,97204.0,0,1
6753,wPe7nciLAU3x4bTmkn-jDQ,New Seasons Market - Sellwood,"Specialty Food, Delis, Health Markets, Organic Stores, Restaurants, Seafood Markets, Grocery, Food, Sandwiches",4.0,91,45.4640041,-122.6536331,97202.0,1,9
419,i03bXqvXUmsuzcbQBAbeUQ,The Press Club,"Bars, Cafes, French, Music Venues, Nightlife, Restaurants, Arts & Entertainment",4.0,90,45.5036382,-122.6392545,97202.0,1,2
482,boxxtYkfzxYOzYto-wqNeA,Little Beast Brewing Beer Garden,"Food, Beer Gardens, American (Traditional), Beer Bar, Bars, Nightlife, Breweries, American (New), Restaurants",4.0,90,45.5045374,-122.6292044,97202.0,1,2
771,bVWKty5Md1NGeR76uD-z1w,Big's Chicken,"American (Traditional), Chicken Wings, Restaurants",4.0,90,45.5261224,-122.615462,97213.0,1,2
3438,IJWSvHijvY5rJxWzHr0Gkw,Lucy's Table,"Restaurants, American (New)",4.0,90,45.5278518,-122.6942995,97209.0,0,1
902,mLr1_UNkNL3jPieFim7OJg,Hat Yai,"Restaurants, Thai",4.0,89,45.5166274,-122.6595873,97214.0,0,2
3748,qII5ovLZIptTFP0MhHChKw,Perlot,"Southern, American (New), Bars, Cocktail Bars, Restaurants, Jazz & Blues, Nightlife, Music Venues, Arts & Entertainment, Food, Lounges",4.0,89,45.548495,-122.615907,97213.0,1,8
5526,fJUDuz0y9-W2y4nsx4qvEw,Shoko Sushi,"Restaurants, Sushi Bars, Japanese",4.0,89,45.479353,-122.6131229,97206.0,1,0
517,2xcfg2ibmxMNuZABFEt_lQ,Club 21,"Nightlife, Restaurants, Dive Bars, American (Traditional), Bars",4.0,88,45.5267436,-122.6447027,97232.0,0,2
1120,vgn1LR6IaHW_v24x64vp3Q,Starbucks,"Bars, Food, Beer, Wine & Spirits, Coffee & Tea, Restaurants, Wine Bars, Tapas Bars, Nightlife",4.0,88,45.523783,-122.681998,97209.0,0,1
1686,49Y0Y1-12atjOMHiZqF-jA,The Big Egg,"Restaurants, Breakfast & Brunch, Sandwiches",4.0,88,45.5591922018,-122.6341503,97211.0,0,6
2337,3K53BOzaCZixHk9k1x_VRw,Erath  Winery,"Wine Tasting Room, Wineries, Arts & Entertainment, Food",4.0,88,45.5308285,-122.6861118,97209.0,0,1
3104,Dq8pj_xZm_PglZ4BTXdgnA,Bay Leaf Restaurant,"Vegetarian, Restaurants, Asian Fusion, Vegan",4.0,88,45.5050968,-122.6133648,97206.0,1,2
3395,E3z8crkvegvcCGv3H1Y65A,I Like Thai,"Food, Food Stands, Restaurants, Street Vendors, Thai",4.0,88,45.5208651,-122.68433,97205.0,0,1
4515,AMCazFoXldQUKn6mnaycNA,Sweet Cream Cafe,"Coffee & Tea, Food, Restaurants, Vegetarian, Middle Eastern, Breakfast & Brunch, Sandwiches",4.0,88,45.5263017,-122.6018647,97213.0,1,8
4864,wMyEIIPmyIeAednPZQQ3Rw,Real Taste of India,"Pakistani, Food, Restaurants, Food Trucks, Food Stands, Indian",4.0,88,45.5209669675,-122.6763335227,97204.0,0,1
6468,HquU9beMzql1118WnYeYPw,Handsome Pizza,"Salad, Restaurants, Beer Bar, Bars, Pizza, Nightlife",4.0,88,45.562896307,-122.6488952058,97211.0,0,6
28,cl8_roQGXbifAdRyFlk03g,Pizza Oasis,"Pizza, Restaurants",4.0,87,45.5234782,-122.6972354,97210.0,0,1
2778,N7NKOcVPspSVFiL4Ys_sUQ,87th & Meatballs,"Italian, American (Traditional), Salad, American (New), Restaurants, Sandwiches",4.0,87,45.5911357,-122.7554362,97203.0,3,7
4275,wMaPZ00lWww8unQ0zH9RtQ,Thai Pasta Cart,"Thai, Food, Street Vendors, Food Trucks, Restaurants, Food Stands",4.0,87,45.5095977758,-122.6816071306,97201.0,0,1
4686,XTTdaDYY39vVVl-27yE4uA,McGillacuddy's Sports Bar,"Sports Bars, Restaurants, Bars, American (Traditional), Nightlife, Karaoke",4.0,87,45.533642531,-122.5482032825,97220.0,2,4
6192,TPymHiqphLGwXv37OwQ2-w,Ristretto Roasters Coffee,"Restaurants, Desserts, Coffee Roasteries, Cafes, Coffee & Tea, Food",4.0,87,45.5236528,-122.6598274,97232.0,0,1
7008,4rs15Scg0SF8Yq_EDID1JA,SubRosa,"Restaurants, Italian",4.0,87,45.503643,-122.6395296,97202.0,1,2
69,5Vrg_1JXv0B6pvkdLVxvnw,Kkoki Korean BBQ - Portland,"Barbeque, Korean, Restaurants",4.0,86,45.4990766,-122.5802742,97206.0,2,0
1401,83U-Xi_XyXdRHavh88tKwQ,Ichiban Japanese Restaurant,"Japanese, Restaurants",4.0,86,45.528579,-122.816285,97229.0,3,3
3631,sY23zd7-_WOaamF9d83O1g,Rollin' Fresh,"Restaurants, Food, Street Vendors, Asian Fusion, Food Stands, Sushi Bars",4.0,86,45.562937,-122.659076,97211.0,0,6
4688,4ZcW_kf37w0ur8QFmX5VRg,Teriyaki Bowl,"Japanese, Restaurants, Korean",4.0,86,45.5430155,-122.8662812,97229.0,3,3
273,rRWak9bVftgsZh3jDIXXCw,Roman Russian Food Store,"International Grocery, Restaurants, Delis, Russian, Food, Grocery",4.0,85,45.5039512,-122.551078,97266.0,2,4
